"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2002","2002",4598,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2003","2003",5138,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2004","2004",5723,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2005","2005",6418,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2006","2006",7154,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2007","2007",7991,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2008","2008",8763,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2009","2009",9781,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2010","2010",10751,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2011","2011",11832,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2012","2012",13127,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2013","2013",14361,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2014","2014",15436,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2015","2015",16376,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2016","2016",17214,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2017","2017",17858,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031100","Carramar","A","Annual","2018","2018",18434,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2001","2001",6162,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2002","2002",6230,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2003","2003",6289,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2004","2004",6506,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2005","2005",6866,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2006","2006",7314,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2007","2007",8573,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2008","2008",9778,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2009","2009",11035,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2010","2010",11660,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2011","2011",12290,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2012","2012",12836,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2013","2013",13196,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2014","2014",13436,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2015","2015",13461,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2016","2016",13459,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2017","2017",13392,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031101","Clarkson","A","Annual","2018","2018",13558,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2001","2001",9139,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2002","2002",8884,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2003","2003",8696,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2004","2004",8669,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2005","2005",8496,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2006","2006",8338,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2007","2007",8468,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2008","2008",8524,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2009","2009",8596,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2010","2010",8630,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2011","2011",8774,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2012","2012",9004,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2013","2013",9226,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2014","2014",9196,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2015","2015",9155,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2016","2016",9035,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2017","2017",8856,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031102","Girrawheen","A","Annual","2018","2018",8777,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2001","2001",4738,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2002","2002",5797,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2003","2003",7380,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2004","2004",8833,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2005","2005",10316,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2006","2006",12156,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2007","2007",13952,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2008","2008",15642,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2009","2009",17447,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2010","2010",18888,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2011","2011",20044,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2012","2012",21803,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2013","2013",23294,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2014","2014",24443,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2015","2015",25569,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2016","2016",26542,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2017","2017",27373,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031103","Madeley - Darch - Landsdale","A","Annual","2018","2018",28254,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2001","2001",11101,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2002","2002",10900,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2003","2003",10879,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2004","2004",10906,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2005","2005",10823,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2006","2006",10771,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2007","2007",10869,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2008","2008",10988,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2009","2009",11083,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2010","2010",11128,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2011","2011",11208,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2012","2012",11224,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2013","2013",11223,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2014","2014",11172,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2015","2015",11067,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2016","2016",10884,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2017","2017",10816,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031104","Marangaroo","A","Annual","2018","2018",10781,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2001","2001",11269,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2002","2002",12199,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2003","2003",12918,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2004","2004",13923,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2005","2005",14426,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2006","2006",15120,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2007","2007",15959,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2008","2008",16832,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2009","2009",17724,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2010","2010",17999,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2011","2011",18445,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2012","2012",18959,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2013","2013",19354,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2014","2014",19511,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2015","2015",19511,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2016","2016",19441,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2017","2017",19721,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031105","Mindarie - Quinns Rocks - Jindalee","A","Annual","2018","2018",19993,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2012","2012",3,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2013","2013",3,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2014","2014",4,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2015","2015",6,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2016","2016",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2017","2017",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031106","Neerabup National Park","A","Annual","2018","2018",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2001","2001",1958,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2002","2002",2343,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2003","2003",3010,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2004","2004",3584,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2005","2005",4731,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2006","2006",6134,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2007","2007",8389,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2008","2008",10127,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2009","2009",11788,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2010","2010",12551,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2011","2011",13219,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2012","2012",13519,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2013","2013",13712,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2014","2014",13795,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2015","2015",13775,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2016","2016",13697,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2017","2017",13718,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031107","Tapping - Ashby - Sinagra","A","Annual","2018","2018",13730,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2001","2001",13871,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2002","2002",14444,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2003","2003",15030,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2004","2004",16150,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2005","2005",17415,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2006","2006",18726,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2007","2007",19899,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2008","2008",21012,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2009","2009",22138,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2010","2010",23002,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2011","2011",24211,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2012","2012",25192,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2013","2013",25978,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2014","2014",26424,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2015","2015",26573,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2016","2016",26545,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2017","2017",26695,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031108","Wanneroo","A","Annual","2018","2018",26995,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2001","2001",37,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2002","2002",37,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2003","2003",33,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2004","2004",34,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2005","2005",25,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2006","2006",25,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2007","2007",23,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2008","2008",16,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2009","2009",16,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2010","2010",27,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2011","2011",61,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2012","2012",626,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2013","2013",1655,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2014","2014",3162,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2015","2015",5371,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2016","2016",8248,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2017","2017",10343,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031255","Alkimos - Eglinton","A","Annual","2018","2018",11874,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2001","2001",684,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2002","2002",685,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2003","2003",688,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2004","2004",697,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2005","2005",718,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2006","2006",743,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2007","2007",757,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2008","2008",783,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2009","2009",804,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2010","2010",817,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2011","2011",835,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2012","2012",808,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2013","2013",770,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2014","2014",732,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2015","2015",724,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2016","2016",743,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2017","2017",710,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031256","Carabooda - Pinjar","A","Annual","2018","2018",712,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2001","2001",1726,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2002","2002",1730,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2003","2003",1742,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2004","2004",1803,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2005","2005",1871,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2006","2006",1916,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2007","2007",1971,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2008","2008",2026,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2009","2009",2110,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2010","2010",2201,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2011","2011",2279,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2012","2012",2393,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2013","2013",2498,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2014","2014",2562,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2015","2015",2735,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2016","2016",3074,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2017","2017",3185,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031257","Two Rocks","A","Annual","2018","2018",3376,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2001","2001",2126,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2002","2002",2138,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2003","2003",2224,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2004","2004",2400,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2005","2005",2497,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2006","2006",2577,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2007","2007",2820,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2008","2008",3193,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2009","2009",3652,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2010","2010",4124,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2011","2011",4587,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2012","2012",5304,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2013","2013",5914,,
